estacion,fecha,valor,contaminante,localidad
PUENTE ARANDA,2020-04-18,43.33809524,PM10,Puente Aranda
PUENTE ARANDA,2020-04-17,40.63478261,PM10,Puente Aranda
PUENTE ARANDA,2020-04-16,51.5,PM10,Puente Aranda
PUENTE ARANDA,2020-04-15,36.60434783,PM10,Puente Aranda
PUENTE ARANDA,2020-04-14,28.7173913,PM10,Puente Aranda
PUENTE ARANDA,2020-04-13,29.64166667,PM10,Puente Aranda
PUENTE ARANDA,2020-04-12,14.5826087,PM10,Puente Aranda
PUENTE ARANDA,2020-04-11,13.60434783,PM10,Puente Aranda
PUENTE ARANDA,2020-04-10,15.92083333,PM10,Puente Aranda
PUENTE ARANDA,2020-04-09,14.40833333,PM10,Puente Aranda
PUENTE ARANDA,2020-04-08,23.79166667,PM10,Puente Aranda
PUENTE ARANDA,2020-04-07,14.5125,PM10,Puente Aranda
PUENTE ARANDA,2020-04-06,17.2125,PM10,Puente Aranda
PUENTE ARANDA,2020-04-05,12.79166667,PM10,Puente Aranda
PUENTE ARANDA,2020-04-04,15.02173913,PM10,Puente Aranda
PUENTE ARANDA,2020-04-03,23.24347826,PM10,Puente Aranda
PUENTE ARANDA,2020-04-02,17.86666667,PM10,Puente Aranda
PUENTE ARANDA,2020-04-01,30.64166667,PM10,Puente Aranda
PUENTE ARANDA,2020-03-31,33.73913043,PM10,Puente Aranda
PUENTE ARANDA,2020-03-30,52.35217391,PM10,Puente Aranda
PUENTE ARANDA,2020-03-29,51.1625,PM10,Puente Aranda
PUENTE ARANDA,2020-03-28,50.1,PM10,Puente Aranda
PUENTE ARANDA,2020-03-27,54.05833333,PM10,Puente Aranda
PUENTE ARANDA,2020-03-26,42.65294118,PM10,Puente Aranda
PUENTE ARANDA,2020-03-25,43.225,PM10,Puente Aranda
PUENTE ARANDA,2020-03-24,55.55833333,PM10,Puente Aranda
PUENTE ARANDA,2020-03-23,49.08333333,PM10,Puente Aranda
PUENTE ARANDA,2020-03-22,32.7,PM10,Puente Aranda
PUENTE ARANDA,2020-03-21,35.62173913,PM10,Puente Aranda
PUENTE ARANDA,2020-03-20,59.78695652,PM10,Puente Aranda
PUENTE ARANDA,2020-03-19,71.9375,PM10,Puente Aranda
PUENTE ARANDA,2020-03-18,76.17083333,PM10,Puente Aranda
PUENTE ARANDA,2020-03-17,66.1125,PM10,Puente Aranda
PUENTE ARANDA,2020-03-16,52.54285714,PM10,Puente Aranda
PUENTE ARANDA,2020-03-15,27.33333333,PM10,Puente Aranda
PUENTE ARANDA,2020-03-14,30.23913043,PM10,Puente Aranda
PUENTE ARANDA,2020-03-13,51.075,PM10,Puente Aranda
PUENTE ARANDA,2020-03-12,46.20833333,PM10,Puente Aranda
PUENTE ARANDA,2020-03-11,36.73333333,PM10,Puente Aranda
PUENTE ARANDA,2020-03-10,51.19166667,PM10,Puente Aranda
PUENTE ARANDA,2020-03-09,43.19166667,PM10,Puente Aranda
PUENTE ARANDA,2020-03-08,46.23043478,PM10,Puente Aranda
PUENTE ARANDA,2020-03-07,64.30869565,PM10,Puente Aranda
PUENTE ARANDA,2020-03-06,73.94583333,PM10,Puente Aranda
PUENTE ARANDA,2020-03-05,55.5,PM10,Puente Aranda
PUENTE ARANDA,2020-03-04,47.53043478,PM10,Puente Aranda
PUENTE ARANDA,2020-03-03,50.97916667,PM10,Puente Aranda
PUENTE ARANDA,2020-03-02,42.38,PM10,Puente Aranda
PUENTE ARANDA,2020-03-01,41.825,PM10,Puente Aranda
PUENTE ARANDA,2020-02-29,47.73913043,PM10,Puente Aranda
PUENTE ARANDA,2020-02-28,56.32916667,PM10,Puente Aranda
PUENTE ARANDA,2020-02-27,47.19166667,PM10,Puente Aranda
PUENTE ARANDA,2020-02-26,42.5047619,PM10,Puente Aranda
PUENTE ARANDA,2020-02-25,50.81904762,PM10,Puente Aranda
PUENTE ARANDA,2020-02-24,34.37894737,PM10,Puente Aranda
PUENTE ARANDA,2020-02-23,29.74347826,PM10,Puente Aranda
PUENTE ARANDA,2020-02-22,52.9,PM10,Puente Aranda
PUENTE ARANDA,2020-02-21,64.04166667,PM10,Puente Aranda
PUENTE ARANDA,2020-02-20,49.09166667,PM10,Puente Aranda
PUENTE ARANDA,2020-02-19,34.4826087,PM10,Puente Aranda
PUENTE ARANDA,2020-02-18,36.85,PM10,Puente Aranda
PUENTE ARANDA,2020-02-17,25.54583333,PM10,Puente Aranda
PUENTE ARANDA,2020-02-16,20.35416667,PM10,Puente Aranda
PUENTE ARANDA,2020-02-15,24.97826087,PM10,Puente Aranda
PUENTE ARANDA,2020-02-14,37.57083333,PM10,Puente Aranda
PUENTE ARANDA,2020-02-13,58.97916667,PM10,Puente Aranda
PUENTE ARANDA,2020-02-12,46.69166667,PM10,Puente Aranda
PUENTE ARANDA,2020-02-11,40.12727273,PM10,Puente Aranda
PUENTE ARANDA,2020-02-10,39.47826087,PM10,Puente Aranda
PUENTE ARANDA,2020-02-09,59.65,PM10,Puente Aranda
PUENTE ARANDA,2020-02-08,74.24347826,PM10,Puente Aranda
PUENTE ARANDA,2020-02-07,87.33333333,PM10,Puente Aranda
PUENTE ARANDA,2020-02-06,70.13043478,PM10,Puente Aranda
PUENTE ARANDA,2020-02-05,74.2173913,PM10,Puente Aranda
PUENTE ARANDA,2020-02-04,65.0,PM10,Puente Aranda
PUENTE ARANDA,2020-02-03,48.33478261,PM10,Puente Aranda
PUENTE ARANDA,2020-02-02,41.79166667,PM10,Puente Aranda
PUENTE ARANDA,2020-02-01,44.82916667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-31,30.91304348,PM10,Puente Aranda
PUENTE ARANDA,2020-01-30,53.75,PM10,Puente Aranda
PUENTE ARANDA,2020-01-29,63.83333333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-28,60.70833333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-27,51.83333333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-26,26.72916667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-25,55.92083333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-24,52.9625,PM10,Puente Aranda
PUENTE ARANDA,2020-01-23,45.29166667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-22,47.66666667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-21,61.08333333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-20,42.33333333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-19,18.95833333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-18,17.04166667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-17,17.95416667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-16,33.41666667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-15,39.54615385,PM10,Puente Aranda
PUENTE ARANDA,2020-01-14,34.025,PM10,Puente Aranda
PUENTE ARANDA,2020-01-13,25.74583333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-12,26.18333333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-11,42.92916667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-10,35.08571429,PM10,Puente Aranda
PUENTE ARANDA,2020-01-09,58.125,PM10,Puente Aranda
PUENTE ARANDA,2020-01-08,56.20833333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-07,52.25,PM10,Puente Aranda
PUENTE ARANDA,2020-01-06,37.58333333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-05,27.625,PM10,Puente Aranda
PUENTE ARANDA,2020-01-04,55.20833333,PM10,Puente Aranda
PUENTE ARANDA,2020-01-03,43.54166667,PM10,Puente Aranda
PUENTE ARANDA,2020-01-02,31.375,PM10,Puente Aranda
PUENTE ARANDA,2020-01-01,37.47826087,PM10,Puente Aranda
PUENTE ARANDA,2019-12-31,33.08695652,PM10,Puente Aranda
PUENTE ARANDA,2019-12-30,40.82608696,PM10,Puente Aranda
PUENTE ARANDA,2019-12-29,43.625,PM10,Puente Aranda
PUENTE ARANDA,2019-12-28,58.95833333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-27,27.875,PM10,Puente Aranda
PUENTE ARANDA,2019-12-26,19.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-12-25,55.77727273,PM10,Puente Aranda
PUENTE ARANDA,2019-12-24,22.625,PM10,Puente Aranda
PUENTE ARANDA,2019-12-23,28.875,PM10,Puente Aranda
PUENTE ARANDA,2019-12-22,22.20833333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-21,27.0,PM10,Puente Aranda
PUENTE ARANDA,2019-12-20,39.875,PM10,Puente Aranda
PUENTE ARANDA,2019-12-19,53.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-18,54.20833333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-17,50.125,PM10,Puente Aranda
PUENTE ARANDA,2019-12-16,42.08695652,PM10,Puente Aranda
PUENTE ARANDA,2019-12-15,38.875,PM10,Puente Aranda
PUENTE ARANDA,2019-12-14,47.95833333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-13,62.83333333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-12,48.20833333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-11,63.16666667,PM10,Puente Aranda
PUENTE ARANDA,2019-12-10,57.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-09,55.73913043,PM10,Puente Aranda
PUENTE ARANDA,2019-12-08,35.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-07,72.5,PM10,Puente Aranda
PUENTE ARANDA,2019-12-06,84.0,PM10,Puente Aranda
PUENTE ARANDA,2019-12-05,52.75,PM10,Puente Aranda
PUENTE ARANDA,2019-12-04,65.9,PM10,Puente Aranda
PUENTE ARANDA,2019-12-03,49.58333333,PM10,Puente Aranda
PUENTE ARANDA,2019-12-02,29.91666667,PM10,Puente Aranda
PUENTE ARANDA,2019-12-01,17.5625,PM10,Puente Aranda
PUENTE ARANDA,2019-11-30,48.75,PM10,Puente Aranda
PUENTE ARANDA,2019-11-29,76.41666667,PM10,Puente Aranda
PUENTE ARANDA,2019-11-28,41.41666667,PM10,Puente Aranda
PUENTE ARANDA,2019-11-27,36.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-26,33.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-25,47.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-11-24,46.125,PM10,Puente Aranda
PUENTE ARANDA,2019-11-23,45.20833333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-22,39.68333333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-21,36.33333333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-20,51.58333333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-19,53.5,PM10,Puente Aranda
PUENTE ARANDA,2019-11-18,52.20833333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-17,35.125,PM10,Puente Aranda
PUENTE ARANDA,2019-11-16,43.75,PM10,Puente Aranda
PUENTE ARANDA,2019-11-15,51.42857143,PM10,Puente Aranda
PUENTE ARANDA,2019-11-14,42.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-13,52.79166667,PM10,Puente Aranda
PUENTE ARANDA,2019-11-12,41.375,PM10,Puente Aranda
PUENTE ARANDA,2019-11-11,26.17391304,PM10,Puente Aranda
PUENTE ARANDA,2019-11-10,44.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-11-09,45.25,PM10,Puente Aranda
PUENTE ARANDA,2019-11-08,34.79166667,PM10,Puente Aranda
PUENTE ARANDA,2019-11-07,41.125,PM10,Puente Aranda
PUENTE ARANDA,2019-11-06,40.41666667,PM10,Puente Aranda
PUENTE ARANDA,2019-11-05,33.0952381,PM10,Puente Aranda
PUENTE ARANDA,2019-11-04,29.33333333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-03,35.91666667,PM10,Puente Aranda
PUENTE ARANDA,2019-11-02,58.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-11-01,65.25,PM10,Puente Aranda
PUENTE ARANDA,2019-10-31,49.20833333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-30,69.43478261,PM10,Puente Aranda
PUENTE ARANDA,2019-10-29,43.16666667,PM10,Puente Aranda
PUENTE ARANDA,2019-10-28,28.40909091,PM10,Puente Aranda
PUENTE ARANDA,2019-10-27,27.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-26,25.95833333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-25,26.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-10-24,40.875,PM10,Puente Aranda
PUENTE ARANDA,2019-10-23,59.625,PM10,Puente Aranda
PUENTE ARANDA,2019-10-22,59.33333333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-21,46.45454545,PM10,Puente Aranda
PUENTE ARANDA,2019-10-19,36.68421053,PM10,Puente Aranda
PUENTE ARANDA,2019-10-18,48.95833333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-17,55.66666667,PM10,Puente Aranda
PUENTE ARANDA,2019-10-16,46.04761905,PM10,Puente Aranda
PUENTE ARANDA,2019-10-15,58.52380952,PM10,Puente Aranda
PUENTE ARANDA,2019-10-14,23.83333333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-13,12.75,PM10,Puente Aranda
PUENTE ARANDA,2019-10-12,27.83333333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-11,48.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-10-10,69.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-09,48.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-10-08,50.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-10-07,46.43478261,PM10,Puente Aranda
PUENTE ARANDA,2019-10-06,42.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-10-05,63.625,PM10,Puente Aranda
PUENTE ARANDA,2019-10-04,49.54166667,PM10,Puente Aranda
PUENTE ARANDA,2019-10-03,33.30434783,PM10,Puente Aranda
PUENTE ARANDA,2019-10-02,50.0,PM10,Puente Aranda
PUENTE ARANDA,2019-10-01,60.125,PM10,Puente Aranda
PUENTE ARANDA,2019-09-30,54.79166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-29,33.33333333,PM10,Puente Aranda
PUENTE ARANDA,2019-09-28,45.83333333,PM10,Puente Aranda
PUENTE ARANDA,2019-09-27,41.20833333,PM10,Puente Aranda
PUENTE ARANDA,2019-09-26,26.33333333,PM10,Puente Aranda
PUENTE ARANDA,2019-09-25,37.58333333,PM10,Puente Aranda
PUENTE ARANDA,2019-09-24,46.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-23,42.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-22,38.25,PM10,Puente Aranda
PUENTE ARANDA,2019-09-21,27.91666667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-20,85.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-19,46.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-18,68.125,PM10,Puente Aranda
PUENTE ARANDA,2019-09-17,66.0,PM10,Puente Aranda
PUENTE ARANDA,2019-09-16,48.65217391,PM10,Puente Aranda
PUENTE ARANDA,2019-09-15,16.54166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-14,19.79166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-13,19.66666667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-12,33.41666667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-11,26.69565217,PM10,Puente Aranda
PUENTE ARANDA,2019-09-10,41.79166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-09,19.58333333,PM10,Puente Aranda
PUENTE ARANDA,2019-09-08,15.75,PM10,Puente Aranda
PUENTE ARANDA,2019-09-07,18.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-09-06,23.66666667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-05,18.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-04,27.125,PM10,Puente Aranda
PUENTE ARANDA,2019-09-03,37.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-09-02,24.53043478,PM10,Puente Aranda
PUENTE ARANDA,2019-09-01,19.725,PM10,Puente Aranda
PUENTE ARANDA,2019-08-30,55.09090909,PM10,Puente Aranda
PUENTE ARANDA,2019-08-29,19.20416667,PM10,Puente Aranda
PUENTE ARANDA,2019-08-28,17.3125,PM10,Puente Aranda
PUENTE ARANDA,2019-08-27,30.16086957,PM10,Puente Aranda
PUENTE ARANDA,2019-08-26,24.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-08-25,18.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-08-24,18.25,PM10,Puente Aranda
PUENTE ARANDA,2019-08-23,29.95652174,PM10,Puente Aranda
PUENTE ARANDA,2019-08-22,35.4,PM10,Puente Aranda
PUENTE ARANDA,2019-08-21,20.0,PM10,Puente Aranda
PUENTE ARANDA,2019-08-20,37.77272727,PM10,Puente Aranda
PUENTE ARANDA,2019-08-19,10.875,PM10,Puente Aranda
PUENTE ARANDA,2019-08-18,28.375,PM10,Puente Aranda
PUENTE ARANDA,2019-08-17,57.54166667,PM10,Puente Aranda
PUENTE ARANDA,2019-08-16,62.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-08-15,30.95454545,PM10,Puente Aranda
PUENTE ARANDA,2019-08-14,16.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-08-13,15.20833333,PM10,Puente Aranda
PUENTE ARANDA,2019-08-12,11.70833333,PM10,Puente Aranda
PUENTE ARANDA,2019-08-11,7.66666667,PM10,Puente Aranda
PUENTE ARANDA,2019-08-10,21.83333333,PM10,Puente Aranda
PUENTE ARANDA,2019-08-09,15.0,PM10,Puente Aranda
PUENTE ARANDA,2019-08-08,20.37391304,PM10,Puente Aranda
PUENTE ARANDA,2019-08-07,11.75,PM10,Puente Aranda
PUENTE ARANDA,2019-08-06,19.69166667,PM10,Puente Aranda
PUENTE ARANDA,2019-08-05,21.83333333,PM10,Puente Aranda
PUENTE ARANDA,2019-08-04,13.53181818,PM10,Puente Aranda
PUENTE ARANDA,2019-08-03,24.44347826,PM10,Puente Aranda
PUENTE ARANDA,2019-08-02,23.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-08-01,24.79444444,PM10,Puente Aranda
PUENTE ARANDA,2019-07-31,15.5,PM10,Puente Aranda
PUENTE ARANDA,2019-07-30,21.125,PM10,Puente Aranda
PUENTE ARANDA,2019-07-29,17.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-07-28,15.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-07-27,27.16666667,PM10,Puente Aranda
PUENTE ARANDA,2019-07-26,19.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-07-25,36.875,PM10,Puente Aranda
PUENTE ARANDA,2019-07-24,23.56521739,PM10,Puente Aranda
PUENTE ARANDA,2019-07-23,23.39130435,PM10,Puente Aranda
PUENTE ARANDA,2019-07-22,20.125,PM10,Puente Aranda
PUENTE ARANDA,2019-07-21,11.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-07-20,10.075,PM10,Puente Aranda
PUENTE ARANDA,2019-07-19,12.67083333,PM10,Puente Aranda
PUENTE ARANDA,2019-07-18,20.18695652,PM10,Puente Aranda
PUENTE ARANDA,2019-07-17,17.75,PM10,Puente Aranda
PUENTE ARANDA,2019-07-16,43.4375,PM10,Puente Aranda
PUENTE ARANDA,2019-07-15,18.25,PM10,Puente Aranda
PUENTE ARANDA,2019-07-14,5.67916667,PM10,Puente Aranda
PUENTE ARANDA,2019-07-13,15.66666667,PM10,Puente Aranda
PUENTE ARANDA,2019-07-12,22.65,PM10,Puente Aranda
PUENTE ARANDA,2019-07-11,25.125,PM10,Puente Aranda
PUENTE ARANDA,2019-07-10,14.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-07-09,32.70833333,PM10,Puente Aranda
PUENTE ARANDA,2019-07-08,15.25,PM10,Puente Aranda
PUENTE ARANDA,2019-07-07,10.4375,PM10,Puente Aranda
PUENTE ARANDA,2019-07-06,23.28571429,PM10,Puente Aranda
PUENTE ARANDA,2019-07-05,43.07272727,PM10,Puente Aranda
PUENTE ARANDA,2019-07-04,47.325,PM10,Puente Aranda
PUENTE ARANDA,2019-07-03,28.625,PM10,Puente Aranda
PUENTE ARANDA,2019-07-02,31.84583333,PM10,Puente Aranda
PUENTE ARANDA,2019-07-01,15.95416667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-30,16.69166667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-29,24.09583333,PM10,Puente Aranda
PUENTE ARANDA,2019-06-28,22.25714286,PM10,Puente Aranda
PUENTE ARANDA,2019-06-27,32.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-26,24.97083333,PM10,Puente Aranda
PUENTE ARANDA,2019-06-25,27.10416667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-24,11.35416667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-23,7.91666667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-22,16.59565217,PM10,Puente Aranda
PUENTE ARANDA,2019-06-21,13.57916667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-20,15.59565217,PM10,Puente Aranda
PUENTE ARANDA,2019-06-19,14.16666667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-18,11.69166667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-17,11.66666667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-16,10.25,PM10,Puente Aranda
PUENTE ARANDA,2019-06-15,28.45909091,PM10,Puente Aranda
PUENTE ARANDA,2019-06-14,33.1173913,PM10,Puente Aranda
PUENTE ARANDA,2019-06-13,38.91304348,PM10,Puente Aranda
PUENTE ARANDA,2019-06-12,30.24347826,PM10,Puente Aranda
PUENTE ARANDA,2019-06-11,25.54761905,PM10,Puente Aranda
PUENTE ARANDA,2019-06-10,18.35,PM10,Puente Aranda
PUENTE ARANDA,2019-06-09,11.90454545,PM10,Puente Aranda
PUENTE ARANDA,2019-06-08,38.81428571,PM10,Puente Aranda
PUENTE ARANDA,2019-06-07,38.35882353,PM10,Puente Aranda
PUENTE ARANDA,2019-06-06,42.26086957,PM10,Puente Aranda
PUENTE ARANDA,2019-06-05,24.30454545,PM10,Puente Aranda
PUENTE ARANDA,2019-06-04,27.29565217,PM10,Puente Aranda
PUENTE ARANDA,2019-06-03,17.89166667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-02,26.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-06-01,32.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-31,43.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-30,64.25,PM10,Puente Aranda
PUENTE ARANDA,2019-05-29,61.7,PM10,Puente Aranda
PUENTE ARANDA,2019-05-28,42.85,PM10,Puente Aranda
PUENTE ARANDA,2019-05-27,63.275,PM10,Puente Aranda
PUENTE ARANDA,2019-05-26,38.77619048,PM10,Puente Aranda
PUENTE ARANDA,2019-05-25,56.0375,PM10,Puente Aranda
PUENTE ARANDA,2019-05-24,39.95833333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-23,57.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-22,36.37,PM10,Puente Aranda
PUENTE ARANDA,2019-05-21,37.08333333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-20,25.63636364,PM10,Puente Aranda
PUENTE ARANDA,2019-05-19,24.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-18,59.70833333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-17,41.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-05-16,42.13043478,PM10,Puente Aranda
PUENTE ARANDA,2019-05-15,18.25,PM10,Puente Aranda
PUENTE ARANDA,2019-05-14,18.91666667,PM10,Puente Aranda
PUENTE ARANDA,2019-05-13,27.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-05-12,23.75,PM10,Puente Aranda
PUENTE ARANDA,2019-05-11,53.65,PM10,Puente Aranda
PUENTE ARANDA,2019-05-10,47.70833333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-09,34.58333333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-08,30.0,PM10,Puente Aranda
PUENTE ARANDA,2019-05-07,27.875,PM10,Puente Aranda
PUENTE ARANDA,2019-05-06,19.03913043,PM10,Puente Aranda
PUENTE ARANDA,2019-05-05,16.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-05-04,36.75,PM10,Puente Aranda
PUENTE ARANDA,2019-05-03,39.79166667,PM10,Puente Aranda
PUENTE ARANDA,2019-05-02,50.84583333,PM10,Puente Aranda
PUENTE ARANDA,2019-05-01,49.05263158,PM10,Puente Aranda
PUENTE ARANDA,2019-04-30,33.92916667,PM10,Puente Aranda
PUENTE ARANDA,2019-04-29,25.375,PM10,Puente Aranda
PUENTE ARANDA,2019-04-28,15.37916667,PM10,Puente Aranda
PUENTE ARANDA,2019-04-27,33.75,PM10,Puente Aranda
PUENTE ARANDA,2019-04-26,40.91666667,PM10,Puente Aranda
PUENTE ARANDA,2019-04-25,45.33333333,PM10,Puente Aranda
PUENTE ARANDA,2019-04-24,42.45833333,PM10,Puente Aranda
PUENTE ARANDA,2019-04-23,56.58333333,PM10,Puente Aranda
PUENTE ARANDA,2019-04-22,40.625,PM10,Puente Aranda
PUENTE ARANDA,2019-04-21,21.60869565,PM10,Puente Aranda
PUENTE ARANDA,2019-04-20,20.3625,PM10,Puente Aranda
PUENTE ARANDA,2019-04-19,26.29166667,PM10,Puente Aranda
PUENTE ARANDA,2019-04-18,40.30434783,PM10,Puente Aranda
PUENTE ARANDA,2019-04-17,68.125,PM10,Puente Aranda
PUENTE ARANDA,2019-04-16,62.05416667,PM10,Puente Aranda
PUENTE ARANDA,2019-04-15,32.7,PM10,Puente Aranda
PUENTE ARANDA,2019-04-14,51.38095238,PM10,Puente Aranda
PUENTE ARANDA,2019-04-13,47.95833333,PM10,Puente Aranda
PUENTE ARANDA,2019-04-12,45.375,PM10,Puente Aranda
PUENTE ARANDA,2019-04-11,61.26666667,PM10,Puente Aranda
PUENTE ARANDA,2019-04-10,55.95833333,PM10,Puente Aranda
PUENTE ARANDA,2019-04-09,70.41666667,PM10,Puente Aranda
PUENTE ARANDA,2019-04-08,62.23809524,PM10,Puente Aranda
PUENTE ARANDA,2019-04-07,42.375,PM10,Puente Aranda
PUENTE ARANDA,2019-04-06,38.54166667,PM10,Puente Aranda
PUENTE ARANDA,2019-04-05,52.9,PM10,Puente Aranda
PUENTE ARANDA,2019-04-04,39.7826087,PM10,Puente Aranda
PUENTE ARANDA,2019-04-03,66.58333333,PM10,Puente Aranda
PUENTE ARANDA,2019-04-02,41.0,PM10,Puente Aranda
PUENTE ARANDA,2019-04-01,46.29583333,PM10,Puente Aranda
PUENTE ARANDA,2019-03-31,32.27,PM10,Puente Aranda
PUENTE ARANDA,2019-03-30,40.79166667,PM10,Puente Aranda
PUENTE ARANDA,2019-03-29,62.04166667,PM10,Puente Aranda
PUENTE ARANDA,2019-03-28,100.56521739,PM10,Puente Aranda
PUENTE ARANDA,2019-03-27,83.125,PM10,Puente Aranda
PUENTE ARANDA,2019-03-26,77.375,PM10,Puente Aranda
PUENTE ARANDA,2019-03-25,62.40909091,PM10,Puente Aranda
PUENTE ARANDA,2019-03-24,56.75,PM10,Puente Aranda
PUENTE ARANDA,2019-03-23,49.58333333,PM10,Puente Aranda
PUENTE ARANDA,2019-03-22,46.91666667,PM10,Puente Aranda
PUENTE ARANDA,2019-03-21,65.81666667,PM10,Puente Aranda
PUENTE ARANDA,2019-03-20,64.04166667,PM10,Puente Aranda
