ANO;EVENTO;GRUPO_EDAD;LOCALIDAD;CONCENTRACION_PM_2_5;NUMERO_MUERTES_POBLACION;POBLACION_CENSO_2018;ESTIMADO_CASOS_ATRIBUIBLES_100000_HABITANTES_CENTRAL;ESTIMACION_PROPORCION_ATRIBUIBLE_CENTRAL - Copia
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Chapinero;14.9;123;138104;5,8;15,94%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Suba;15;757;745051;8,3;16,28%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Los Mártires;15.1;99;57199;10,5;16,68%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Suba;15.1;930;867681;8,5;16,18%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Teusaquillo;15.2;168;114301;10,5;16,01%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Santa Fe;15.2;116;69994;14,3;16,71%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Teusaquillo;15.3;186;107284;14;16,06%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Teusaquillo;15.3;192;128276;12,5;16,59%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Teusaquillo;15.3;154;129495;10;16,13%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Los Mártires;15.4;111;53956;13;16,72%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Santa Fe;15.4;87;70517;8,5;16,97%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Suba;15.5;801;919639;7,1;16,53%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Los Mártires;15.6;118;56285;14,2;17,24%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Antonio Nariño;15.6;97;56389;12,4;16,61%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Los Mártires;15.7;126;47374;21,1;16,84%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Engativá;15.9;855;561115;14,4;17,44%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Usme;16;209;213277;9,8;17,85%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Teusaquillo;16.1;113;121996;8,2;17,07%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Engativá;16.1;730;580787;10,7;17,21%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Engativá;16.2;656;537968;10,6;17,94%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Los Mártires;16.2;141;55513;21,6;18,28%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Chapinero;16.3;131;132434;9,1;17,66%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Los Mártires;16.5;99;54849;16,4;18,16%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Fontibón;16.7;287;283443;9,2;17,98%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Puente Aranda;16.8;265;183840;14,1;17,80%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Antonio Nariño;16.9;86;56888;12,3;18,08%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Usme;17;211;203967;11,3;19,02%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Antonio Nariño;17.2;108;52922;17;18,21%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Antonio Nariño;17.3;78;54651;14,6;18,43%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Antonio Nariño;17.3;103;55827;16,1;18,47%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Antonio Nariño;17.4;93;53621;18,6;18,49%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Engativá;17.4;512;551065;10,2;18,78%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Fontibón;17.7;304;268759;12,3;19,51%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Fontibón;17.9;252;250765;10,4;19,46%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Antonio Nariño;17.9;119;55157;25,4;19,53%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Puente Aranda;18.1;244;186622;13,4;19,13%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Bosa;18.1;499;446251;11,9;20,18%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Engativá;18.1;692;591301;11;19,31%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Puente Aranda;18.4;331;177239;19,2;19,91%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Rafael Uribe Uribe;18.4;281;238955;14,7;20,06%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Puente Aranda;18.7;167;173472;9,8;19,87%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Puente Aranda;18.7;263;180797;15,5;19,80%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Fontibón;18.8;274;289653;10;20,12%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Puente Aranda;18.9;266;163698;15,9;20,10%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Puente Aranda;18.9;235;168749;15,4;20,09%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Teusaquillo;19;160;129438;10,8;20,08%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Barrios Unidos;19.1;188;108951;16,5;20,23%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Fontibón;19.1;305;276398;11,9;20,54%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Engativá;19.2;761;571102;13,7;20,50%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Rafael Uribe Uribe;19.3;301;252529;13,1;20,80%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Rafael Uribe Uribe;19.3;282;256370;12,5;20,75%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Rafael Uribe Uribe;19.5;414;244095;21,3;21,44%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Fontibón;19.5;183;260614;8,4;21,03%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Rafael Uribe Uribe;19.7;290;232216;15,1;21,33%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Rafael Uribe Uribe;20.1;293;224845;16;21,77%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Bosa;20.1;428;466522;11,6;22,06%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Kennedy;20.2;707;700641;11,9;21,72%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Rafael Uribe Uribe;20.4;361;248630;16,9;21,91%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Kennedy;20.4;742;715046;12,2;21,84%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Bosa;20.6;552;438888;17,3;22,74%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Kennedy;20.7;861;687660;15,4;22,26%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Tunjuelito;21.6;120;113973;13,2;23,01%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Kennedy;21.7;299;398986;10,3;23,88%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Bosa;21.7;299;398986;10,3;23,88%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Kennedy;21.7;558;662958;12,2;23,29%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Bosa;21.8;330;425244;11,3;23,89%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Bosa;21.8;467;455950;13,4;23,68%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Kennedy;21.9;928;675316;19,4;23,71%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Tunjuelito;23.2;218;115818;26,8;24,69%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Tunjuelito;23.2;163;120755;17,4;24,27%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Kennedy;23.2;642;648637;13,6;24,63%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Tunjuelito;23.9;140;107757;17,6;24,87%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Tunjuelito;24.3;148;119128;16,8;25,16%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; Tunjuelito;24.4;167;117603;17;25,27%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; Ciudad Bolívar;24.5;359;370393;15,7;26,05%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Tunjuelito;24.8;138;111223;17,1;25,59%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Bosa;25.1;329;412169;12,6;26,66%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; Ciudad Bolívar;25.3;371;345987;16,8;26,75%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; Ciudad Bolívar;26.2;442;405862;16,8;27,06%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; Ciudad Bolívar;27.2;421;397693;16,6;27,84%
2021;Mortalidad, EIC;Adultos 25 - 95 años y más; Ciudad Bolívar;28.3;569;380673;25,5;29,00%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; Ciudad Bolívar;29;381;358577;18,1;19,55%
2021;Mortalidad, Ca pulmón;Adultos >= 25 años; Chapinero;11.9;21;128971;1,2;7,24%
2023;Mortalidad, Ca pulmón;Adultos >= 25 años; Usaquén;12.1;66;425959;1,1;7,42%
2023;Mortalidad, EPOC;Adultos >= 25 años; Usaquén;12.1;163;425959;2,6;6,76%
2020;Mortalidad, EPOC;Adultos >= 25 años; San Cristóbal;12.7;74;243817;2,2;7,27%
2020;Mortalidad, Ca pulmón;Adultos >= 25 años; San Cristóbal;12.7;31;243817;1;7,95%
2021;Mortalidad, EPOC;Adultos >= 25 años; Suba;12.7;241;840941;1,5;5,39%
2021;Mortalidad, Ca pulmón;Adultos >= 25 años; Suba;12.7;91;840941;0,9;7,95%
2021;Mortalidad, Ca pulmón;Adultos >= 25 años; Barrios Unidos;12.8;12;105437;0,9;8,04%
2021;Mortalidad, EPOC;Adultos >= 25 años; Barrios Unidos;12.8;43;105437;2,2;5,48%
2023;Mortalidad, EPOC;Adultos >= 25 años; Chapinero;12.8;35;135408;1,9;7,36%
2023;Mortalidad, Ca pulmón;Adultos >= 25 años; Chapinero;12.8;20;135408;1,2;8,04%
2018;Mortalidad, Ca pulmón;Adultos >= 25 años; San Cristóbal;12.8;30;231083;1;8,04%
2018;Mortalidad, EPOC;Adultos >= 25 años; San Cristóbal;12.8;148;231083;4,7;7,36%
2018;Mortalidad, EPOC;Adultos >= 25 años; La Candelaria;12.9;13;11240;8,6;7,45%
2019;Mortalidad, EPOC;Adultos >= 25 años; La Candelaria;12.9;11;11486;7,1;7,45%
2019;Mortalidad, EPOC;Adultos >= 25 años; San Cristóbal;12.9;157;237671;4,9;7,45%
2019;Mortalidad, Ca pulmón;Adultos >= 25 años; San Cristóbal;12.9;27;237671;0,9;8,13%
2018;Mortalidad, Ca pulmón;Adultos >= 25 años; Engativá;12.9;75;524777;1,2;8,13%
2018;Mortalidad, EPOC;Adultos >= 25 años; Engativá;12.9;245;524777;3,5;7,45%
2023;Mortalidad, Ca pulmón;Adultos >= 25 años; San Cristóbal;13;36;257327;1,1;8,21%
2023;Mortalidad, EPOC;Adultos >= 25 años; San Cristóbal;13;123;257327;3,6;7,53%
2023;Mortalidad, EPOC;Adultos >= 25 años; Los Mártires;13;22;56764;2,9;7,53%
2023;Mortalidad, Ca pulmón;Adultos >= 25 años; Los Mártires;13;9;56764;1,3;8,21%
2021;Mortalidad, EPOC;Adultos >= 25 años; Santa Fe;13;26;69525;2,1;5,66%
2021;Mortalidad, Ca pulmón;Adultos >= 25 años; Santa Fe;13;12;69525;1,4;8,21%
2023;Mortalidad, Ca pulmón;Adultos >= 25 años; Santa Fe;13;19;70208;2,2;8,21%
2023;Mortalidad, EPOC;Adultos >= 25 años; Santa Fe;13;48;70208;5,1;7,53%
2018;Mortalidad, Ca pulmón;Adultos >= 25 años; Chapinero;13.3;20;113551;1,5;8,47%
2018;Mortalidad, EPOC;Adultos >= 25 años; Chapinero;13.3;46;113551;3,2;7,79%
2020;Mortalidad, Ca pulmón;Adultos >= 25 años; Chapinero;13.3;11;125373;0,7;8,47%
2020;Mortalidad, EPOC;Adultos >= 25 años; Chapinero;13.3;26;125373;1,6;7,79%
2024;Mortalidad, EPOC;Adultos >= 25 años; San Cristóbal;13.3;138;261248;4,1;7,79%
2024;Mortalidad, Ca pulmón;Adultos >= 25 años; San Cristóbal;13.3;37;261248;1,2;8,47%
2020;Mortalidad, Ca pulmón;Adultos >= 25 años; Barrios Unidos;13.4;14;101965;1,2;8,56%
2020;Mortalidad, EPOC;Adultos >= 25 años; Barrios Unidos;13.4;20;101965;1,5;7,87%
2022;Mortalidad, Ca pulmón;Adultos >= 25 años; Usaquén;13.4;57;416900;1,2;8,56%
2022;Mortalidad, EPOC;Adultos >= 25 años; Usaquén;13.4;147;416900;2,8;7,87%
2019;Mortalidad, EPOC;Adultos >= 25 años; Santa Fe;13.4;54;67453;6,3;7,87%
2021;Mortalidad, EPOC;Adultos >= 25 años; San Cristóbal;13.5;84;248888;1,9;5,66%
2021;Mortalidad, Ca pulmón;Adultos >= 25 años; San Cristóbal;13.5;36;248888;1,2;8,64%
2018;Mortalidad, Ca pulmón;Adultos >= 25 años; Usaquén;13.5;69;371683;1,6;8,64%
